year,species_code,English_name,total_obs
2007,RM,Red-breasted Merganser,60.0
2007,RN,Northern Raven,1360.0
2007,RO,Rook,59667.0
2007,RP,Common Ringed Plover,170.0
2007,RT,Common Redstart,688.0
2007,RW,Common Reed Warbler,864.0
2007,RY,Ruddy Duck,48.0
2007,RZ,Ring Ouzel,130.0
2007,S.,Eurasian Skylark,28613.0
2007,SA,European Shag,72.0
2007,SC,European Stonechat,1355.0
2007,SD,Stock Dove,3837.0
2007,SF,Spotted Flycatcher,335.0
2007,SG,Common Starling,69757.0
2007,SH,Eurasian Sparrowhawk,560.0
2007,SI,Common Swift,11029.0
2007,SJ,Snow Goose,1.0
2007,SK,Eurasian Siskin,2581.0
2007,SL,Barn Swallow,28579.0
2007,SM,Sand Martin,1999.0
2007,SN,Common Snipe,849.0
2007,SS,Sanderling,15.0
2007,ST,Song Thrush,14582.0
2007,SU,Common Shelduck,1689.0
2007,SW,Sedge Warbler,1758.0
2007,T.,Eurasian Teal,105.0
2007,TC,Eurasian Treecreeper,859.0
2007,TD,European Turtle Dove,281.0
2007,TE,Sandwich Tern,64.0
2007,TO,Tawny Owl,170.0
2007,TP,Tree Pipit,873.0
2007,TS,Eurasian Tree Sparrow,1156.0
2007,TT,Ruddy Turnstone,136.0
2007,TU,Tufted Duck,1793.0
2007,UD,Ruddy Shelduck,2.0
2007,W.,Northern Wheatear,1904.0
2007,WA,Water Rail,12.0
2007,WC,Whinchat,341.0
2007,WG,Greater White-fronted Goose,11.0
2007,WH,Common Whitethroat,8631.0
2007,WK,Eurasian Woodcock,26.0
2007,WL,Woodlark,84.0
2007,WO,Wood Warbler,169.0
2007,WP,Common Wood Pigeon,134198.0
2007,WR,Eurasian Wren,53995.0
2007,WT,Willow Tit,90.0
2007,WW,Willow Warbler,13980.0
2007,Y.,Yellowhammer,10128.0
2007,YW,Western Yellow Wagtail,484.0
2007,ZF,Domestic Mallard,178.0
2007,ZL,Domestic Greylag Goose,106.0
2008,AC,Parasitic Jaeger,5.0
2008,AE,Arctic Tern,92.0
2008,AS,Black Swan,10.0
2008,B.,Common Blackbird,67106.0
2008,BA,Bar-tailed Godwit,12.0
2008,BC,Eurasian Blackcap,8330.0
2008,BF,Eurasian Bullfinch,1618.0
2008,BG,Brant Goose,191.0
2008,BH,Black-headed Gull,10068.0
2008,BJ,Black Tern,4.0
2008,BT,Eurasian Blue Tit,36698.0
2008,BY,Barnacle Goose,51.0
2008,BZ,Common Buzzard,3473.0
2008,C.,Carrion Crow,50320.0
2008,CA,Great Cormorant,1063.0
2008,CB,Corn Bunting,864.0
2008,CC,Common Chiffchaff,11525.0
2008,CD,Eurasian Collared Dove,13430.0
2008,CG,Canada Goose,7053.0
2008,CH,Eurasian Chaffinch,58374.0
2008,CI,Crested Tit,15.0
2008,CK,Common Cuckoo,1181.0
2008,CM,Common Gull,2995.0
2008,CN,Common Tern,342.0
2008,CO,Eurasian Coot,2746.0
2008,CR,Red Crossbill,1176.0
2008,CS,Common Sandpiper,197.0
2008,CT,Coal Tit,5909.0
2008,CU,Eurasian Curlew,6109.0
2008,CY,Scottish Crossbill,29.0
2008,D.,Dunnock,15589.0
2008,DC,Wood Duck,2.0
2008,DI,White-throated Dipper,131.0
2008,DV,Rock Dove,64.0
2008,DW,Dartford Warbler,68.0
2008,EG,Egyptian Goose,72.0
2008,ET,Little Egret,280.0
2008,F.,Northern Fulmar,181.0
2008,FP,Feral Pigeon,17523.0
2008,FW,Helmeted Guineafowl,58.0
2008,G.,European Green Woodpecker,2790.0
2008,GA,Gadwall,175.0
2008,GB,Great Black-backed Gull,560.0
2008,GC,Goldcrest,5992.0
2008,GD,Common Merganser,105.0
2008,GF,Golden Pheasant,6.0
2008,GG,Great Crested Grebe,477.0
2008,GH,Common Grasshopper Warbler,174.0
2008,GJ,Greylag Goose,2619.0
2008,GL,Grey Wagtail,707.0
2008,GO,European Goldfinch,13985.0
2008,GP,European Golden Plover,1874.0
2008,GR,European Greenfinch,18105.0
2008,GS,Great Spotted Woodpecker,3960.0
2008,GT,Great Tit,23746.0
2008,GU,Common Murre,8.0
2008,GV,Grey Plover,13.0
2008,GW,Garden Warbler,1054.0
2008,GX,Northern Gannet,1508.0
2008,H.,Grey Heron,1746.0
2008,HB,Carrion x Hooded Crow,5.0
2008,HC,Hooded Crow,923.0
2008,HG,European Herring Gull,17265.0
2008,HM,Western House Martin,9269.0
2008,HP,Eurasian Hoopoe,1.0
2008,HS,House Sparrow,41424.0
2008,J.,Eurasian Jay,2255.0
2008,JD,Western Jackdaw,43304.0
2008,K.,Common Kestrel,1657.0
2008,KF,Common Kingfisher,85.0
2008,KI,Black-legged Kittiwake,117.0
2008,KN,Red Knot,12.0
2008,L.,Northern Lapwing,9802.0
2008,LB,Lesser Black-backed Gull,9527.0
2008,LG,Little Grebe,202.0
2008,LI,Common Linnet,9505.0
2008,LO,Little Owl,145.0
2008,LR,Lesser Redpoll,989.0
2008,LS,Lesser Spotted Woodpecker,39.0
2008,LT,Long-tailed Tit,5189.0
2008,LU,Little Gull,1.0
2008,LW,Lesser Whitethroat,587.0
2008,M.,Mistle Thrush,3753.0
2008,MA,Mallard,14447.0
2008,MG,Eurasian Magpie,17658.0
2008,MH,Common Moorhen,2598.0
2008,MN,Mandarin Duck,134.0
2008,MP,Meadow Pipit,25390.0
2008,MS,Mute Swan,3153.0
2008,MT,Marsh Tit,309.0
2008,N.,Common Nightingale,64.0
2008,ND,Common Loon,14.0
2008,NH,Eurasian Nuthatch,1694.0
2008,NX,Great Skua,79.0
2008,OC,Eurasian Oystercatcher,2701.0
2008,P.,Grey Partridge,696.0
2008,PF,European Pied Flycatcher,100.0
2008,PG,Pink-footed Goose,1318.0
2008,PH,Common Pheasant,16772.0
2008,PM,Rock Ptarmigan,2.0
2008,PU,Atlantic Puffin,3.0
2008,PW,White Wagtail,4327.0
2008,PX,Indian Peafowl,117.0
2008,R.,European Robin,39662.0
2008,RA,Razorbill,13.0
2008,RB,Common Reed Bunting,2378.0
2008,RC,European Rock Pipit,71.0
2008,RG,Willow Ptarmigan,2781.0
2008,RI,Rose-ringed Parakeet,1012.0
2008,RK,Common Redshank,515.0
2008,RL,Red-legged Partridge,3187.0
2008,RM,Red-breasted Merganser,50.0
2008,RN,Northern Raven,1171.0
2008,RO,Rook,52688.0
2008,RP,Common Ringed Plover,127.0
2008,RQ,Red-crested Pochard,1.0
2008,RT,Common Redstart,655.0
2008,RW,Common Reed Warbler,999.0
2008,RY,Ruddy Duck,40.0
2008,RZ,Ring Ouzel,146.0
2008,S.,Eurasian Skylark,25968.0
2008,SA,European Shag,36.0
2008,SC,European Stonechat,1036.0
2008,SD,Stock Dove,3469.0
2008,SF,Spotted Flycatcher,320.0
2008,SG,Common Starling,54398.0
2008,SH,Eurasian Sparrowhawk,539.0
2008,SI,Common Swift,10680.0
2008,SJ,Snow Goose,1.0
2008,SK,Eurasian Siskin,2566.0
2008,SL,Barn Swallow,25801.0
2008,SM,Sand Martin,1945.0
2008,SN,Common Snipe,749.0
2008,SS,Sanderling,113.0
2008,ST,Song Thrush,14536.0
2008,SU,Common Shelduck,3657.0
2008,SW,Sedge Warbler,1716.0
2008,T.,Eurasian Teal,166.0
2008,TC,Eurasian Treecreeper,820.0
2008,TD,European Turtle Dove,209.0
2008,TE,Sandwich Tern,128.0
2008,TH,Short-toed Treecreeper,2.0
2008,TO,Tawny Owl,113.0
2008,TP,Tree Pipit,627.0
2008,TS,Eurasian Tree Sparrow,1325.0
2008,TT,Ruddy Turnstone,25.0
2008,TU,Tufted Duck,1820.0
2008,W.,Northern Wheatear,1606.0
2008,WA,Water Rail,13.0
2008,WC,Whinchat,278.0
2008,WG,Greater White-fronted Goose,1.0
2008,WH,Common Whitethroat,7945.0
2008,WK,Eurasian Woodcock,15.0
2008,WL,Woodlark,55.0
2008,WO,Wood Warbler,103.0
2008,WP,Common Wood Pigeon,133624.0
2008,WR,Eurasian Wren,51017.0
2008,WT,Willow Tit,81.0
2008,WW,Willow Warbler,12709.0
2008,Y.,Yellowhammer,8890.0
2008,YW,Western Yellow Wagtail,436.0
2008,ZF,Domestic Mallard,178.0
2008,ZL,Domestic Greylag Goose,98.0
2009,AC,Parasitic Jaeger,7.0
2009,AE,Arctic Tern,339.0
2009,AS,Black Swan,12.0
2009,B.,Common Blackbird,64768.0
2009,BA,Bar-tailed Godwit,9.0
2009,BC,Eurasian Blackcap,9659.0
2009,BF,Eurasian Bullfinch,1650.0
2009,BG,Brant Goose,197.0
2009,BH,Black-headed Gull,11530.0
2009,BJ,Black Tern,2.0
2009,BT,Eurasian Blue Tit,34848.0
2009,BU,Bluethroat,1.0
2009,BY,Barnacle Goose,4.0
2009,BZ,Common Buzzard,3670.0
2009,C.,Carrion Crow,49014.0
2009,CA,Great Cormorant,1045.0
2009,CB,Corn Bunting,818.0
2009,CC,Common Chiffchaff,10597.0
2009,CD,Eurasian Collared Dove,13152.0
2009,CG,Canada Goose,6976.0
2009,CH,Eurasian Chaffinch,57404.0
2009,CI,Crested Tit,9.0
2009,CK,Common Cuckoo,1107.0
2009,CM,Common Gull,2678.0
2009,CN,Common Tern,285.0
2009,CO,Eurasian Coot,2735.0
2009,CR,Red Crossbill,179.0
2009,CS,Common Sandpiper,210.0
2009,CT,Coal Tit,5229.0
2009,CU,Eurasian Curlew,6477.0
2009,CY,Scottish Crossbill,14.0
2009,D.,Dunnock,15747.0
2009,DI,White-throated Dipper,132.0
2009,DV,Rock Dove,81.0
2009,DW,Dartford Warbler,58.0
2009,EG,Egyptian Goose,77.0
2009,ET,Little Egret,220.0
2009,F.,Northern Fulmar,261.0
2009,FP,Feral Pigeon,17471.0
2009,FW,Helmeted Guineafowl,120.0
2009,G.,European Green Woodpecker,2547.0
2009,GA,Gadwall,215.0
2009,GB,Great Black-backed Gull,543.0
2009,GC,Goldcrest,2558.0
2009,GD,Common Merganser,116.0
2009,GF,Golden Pheasant,12.0
2009,GG,Great Crested Grebe,456.0
2009,GH,Common Grasshopper Warbler,208.0
2009,GJ,Greylag Goose,3810.0
2009,GL,Grey Wagtail,625.0
2009,GO,European Goldfinch,15991.0
2009,GP,European Golden Plover,2572.0
2009,GR,European Greenfinch,16388.0
2009,GS,Great Spotted Woodpecker,4016.0
2009,GT,Great Tit,22273.0
2009,GU,Common Murre,1.0
2009,GV,Grey Plover,16.0
2009,GW,Garden Warbler,1060.0
2009,GX,Northern Gannet,1459.0
2009,H.,Grey Heron,1688.0
2009,HB,Carrion x Hooded Crow,8.0
2009,HC,Hooded Crow,906.0
2009,HD,Bar-headed Goose,3.0
2009,HG,European Herring Gull,15886.0
2009,HM,Western House Martin,7792.0
2009,HS,House Sparrow,41559.0
2009,IG,Iceland Gull,1.0
2009,J.,Eurasian Jay,2051.0
2009,JD,Western Jackdaw,46190.0
2009,JS,Jack Snipe,1.0
2009,JZ,Red-tailed Hawk,1.0
2009,K.,Common Kestrel,1117.0
2009,KF,Common Kingfisher,97.0
2009,KI,Black-legged Kittiwake,27.0
2009,KN,Red Knot,1.0
2009,L.,Northern Lapwing,8794.0
2009,LB,Lesser Black-backed Gull,9634.0
2009,LG,Little Grebe,224.0
2009,LI,Common Linnet,9954.0
2009,LO,Little Owl,124.0
2009,LR,Lesser Redpoll,1071.0
2009,LS,Lesser Spotted Woodpecker,33.0
2009,LT,Long-tailed Tit,4790.0
2009,LW,Lesser Whitethroat,597.0
2009,M.,Mistle Thrush,3458.0
2009,MA,Mallard,14318.0
2009,MG,Eurasian Magpie,17240.0
2009,MH,Common Moorhen,2563.0
2009,MN,Mandarin Duck,98.0
2009,MP,Meadow Pipit,25205.0
2009,MS,Mute Swan,3392.0
2009,MT,Marsh Tit,357.0
2009,MX,Manx Shearwater,1.0
2009,MY,Muscovy Duck,2.0
2009,N.,Common Nightingale,56.0
2009,ND,Common Loon,10.0
2009,NH,Eurasian Nuthatch,1785.0
2009,NX,Great Skua,99.0
2009,OC,Eurasian Oystercatcher,2898.0
2009,P.,Grey Partridge,509.0
2009,PF,European Pied Flycatcher,97.0
2009,PG,Pink-footed Goose,410.0
2009,PH,Common Pheasant,17454.0
2009,PM,Rock Ptarmigan,2.0
2009,PW,White Wagtail,3974.0
2009,PX,Indian Peafowl,90.0
2009,QL,Cockatiel,1.0
2009,R.,European Robin,37874.0
2009,RA,Razorbill,22.0
2009,RB,Common Reed Bunting,2577.0
2009,RC,European Rock Pipit,58.0
2009,RG,Willow Ptarmigan,3027.0
2009,RI,Rose-ringed Parakeet,1050.0
2009,RK,Common Redshank,463.0
2009,RL,Red-legged Partridge,2929.0
2009,RM,Red-breasted Merganser,22.0
2009,RN,Northern Raven,1104.0
2009,RO,Rook,51715.0
2009,RP,Common Ringed Plover,236.0
2009,RT,Common Redstart,703.0
2009,RW,Common Reed Warbler,910.0
2009,RY,Ruddy Duck,6.0
2009,RZ,Ring Ouzel,112.0
2009,S.,Eurasian Skylark,25247.0
2009,SA,European Shag,45.0
2009,SC,European Stonechat,676.0
2009,SD,Stock Dove,3818.0
2009,SF,Spotted Flycatcher,273.0
2009,SG,Common Starling,45318.0
2009,SH,Eurasian Sparrowhawk,457.0
2009,SI,Common Swift,10953.0
2009,SJ,Snow Goose,2.0
2009,SK,Eurasian Siskin,1962.0
2009,SL,Barn Swallow,27884.0
2009,SM,Sand Martin,2104.0
2009,SN,Common Snipe,831.0
2009,SP,Greater Scaup,1.0
2009,SS,Sanderling,324.0
2009,ST,Song Thrush,14072.0
2009,SU,Common Shelduck,1790.0
2009,SW,Sedge Warbler,1818.0
2009,T.,Eurasian Teal,141.0
2009,TC,Eurasian Treecreeper,698.0
2009,TD,European Turtle Dove,216.0
2009,TE,Sandwich Tern,61.0
2009,TH,Short-toed Treecreeper,1.0
2009,TO,Tawny Owl,123.0
2009,TP,Tree Pipit,532.0
2009,TS,Eurasian Tree Sparrow,1326.0
2009,TT,Ruddy Turnstone,82.0
2009,TU,Tufted Duck,1801.0
2009,W.,Northern Wheatear,1829.0
2009,WA,Water Rail,5.0
2009,WC,Whinchat,242.0
2009,WH,Common Whitethroat,8854.0
2009,WK,Eurasian Woodcock,20.0
2009,WL,Woodlark,42.0
2009,WO,Wood Warbler,110.0
2009,WP,Common Wood Pigeon,129758.0
2009,WR,Eurasian Wren,43884.0
2009,WT,Willow Tit,84.0
2009,WW,Willow Warbler,14756.0
2009,WX,Bohemian Waxwing,6.0
2009,Y.,Yellowhammer,9107.0
2009,YW,Western Yellow Wagtail,473.0
2009,ZF,Domestic Mallard,127.0
2009,ZL,Domestic Greylag Goose,72.0
2010,AC,Parasitic Jaeger,26.0
2010,AE,Arctic Tern,289.0
2010,AS,Black Swan,17.0
2010,AX,Alexandrine Parakeet,1.0
2010,B.,Common Blackbird,64374.0
2010,BA,Bar-tailed Godwit,20.0
2010,BC,Eurasian Blackcap,11326.0
2010,BF,Eurasian Bullfinch,1785.0
2010,BG,Brant Goose,171.0
2010,BH,Black-headed Gull,15001.0
2010,BT,Eurasian Blue Tit,41980.0
2010,BU,Bluethroat,1.0
2010,BY,Barnacle Goose,1178.0
2010,BZ,Common Buzzard,3478.0
2010,C.,Carrion Crow,50897.0
2010,CA,Great Cormorant,1039.0
2010,CB,Corn Bunting,724.0
2010,CC,Common Chiffchaff,11784.0
2010,CD,Eurasian Collared Dove,12478.0
2010,CG,Canada Goose,6821.0
2010,CH,Eurasian Chaffinch,57400.0
2010,CI,Crested Tit,15.0
2010,CK,Common Cuckoo,1053.0
2010,CM,Common Gull,2196.0
2010,CN,Common Tern,338.0
2010,CO,Eurasian Coot,2665.0
2010,CR,Red Crossbill,790.0
2010,CS,Common Sandpiper,207.0
2010,CT,Coal Tit,5035.0
2010,CU,Eurasian Curlew,5970.0
2010,CY,Scottish Crossbill,51.0
2010,D.,Dunnock,16621.0
2010,DI,White-throated Dipper,130.0
2010,DV,Rock Dove,97.0
2010,DW,Dartford Warbler,25.0
2010,EG,Egyptian Goose,240.0
2010,ET,Little Egret,160.0
2010,F.,Northern Fulmar,240.0
2010,FP,Feral Pigeon,16328.0
2010,FW,Helmeted Guineafowl,96.0
2010,G.,European Green Woodpecker,2601.0
2010,GA,Gadwall,317.0
2010,GB,Great Black-backed Gull,486.0
2010,GC,Goldcrest,3015.0
2010,GD,Common Merganser,144.0
2010,GG,Great Crested Grebe,424.0
2010,GH,Common Grasshopper Warbler,228.0
2010,GJ,Greylag Goose,3461.0
2010,GL,Grey Wagtail,406.0
2010,GO,European Goldfinch,17948.0
2010,GP,European Golden Plover,4002.0
2010,GR,European Greenfinch,15115.0
2010,GS,Great Spotted Woodpecker,4289.0
2010,GT,Great Tit,25305.0
2010,GU,Common Murre,6.0
2010,GV,Grey Plover,33.0
2010,GW,Garden Warbler,1240.0
2010,GX,Northern Gannet,98.0
2010,H.,Grey Heron,1542.0
2010,HC,Hooded Crow,841.0
2010,HG,European Herring Gull,15788.0
2010,HM,Western House Martin,7354.0
2010,HN,Swan Goose,3.0
2010,HS,House Sparrow,44608.0
2010,J.,Eurasian Jay,2295.0
2010,JD,Western Jackdaw,47078.0
2010,JS,Jack Snipe,1.0
2010,JZ,Red-tailed Hawk,2.0
2010,K.,Common Kestrel,1097.0
2010,KF,Common Kingfisher,74.0
2010,KI,Black-legged Kittiwake,3.0
2010,L.,Northern Lapwing,7788.0
2010,LB,Lesser Black-backed Gull,7647.0
2010,LG,Little Grebe,184.0
2010,LI,Common Linnet,10440.0
2010,LO,Little Owl,123.0
2010,LR,Lesser Redpoll,909.0
2010,LS,Lesser Spotted Woodpecker,44.0
2010,LT,Long-tailed Tit,6082.0
2010,LW,Lesser Whitethroat,641.0
2010,M.,Mistle Thrush,3196.0
2010,MA,Mallard,14506.0
2010,MG,Eurasian Magpie,17491.0
2010,MH,Common Moorhen,2390.0
2010,MN,Mandarin Duck,135.0
2010,MP,Meadow Pipit,23393.0
2010,MS,Mute Swan,3238.0
2010,MT,Marsh Tit,338.0
2010,N.,Common Nightingale,44.0
2010,ND,Common Loon,16.0
2010,NH,Eurasian Nuthatch,2290.0
2010,NX,Great Skua,132.0
2010,OC,Eurasian Oystercatcher,2945.0
2010,P.,Grey Partridge,490.0
2010,PF,European Pied Flycatcher,91.0
2010,PG,Pink-footed Goose,266.0
2010,PH,Common Pheasant,17318.0
2010,PM,Rock Ptarmigan,1.0
2010,PW,White Wagtail,3448.0
2010,PX,Indian Peafowl,152.0
2010,R.,European Robin,33256.0
2010,RA,Razorbill,40.0
2010,RB,Common Reed Bunting,2358.0
2010,RC,European Rock Pipit,43.0
2010,RG,Willow Ptarmigan,3497.0
2010,RI,Rose-ringed Parakeet,1096.0
2010,RK,Common Redshank,475.0
2010,RL,Red-legged Partridge,2839.0
2010,RM,Red-breasted Merganser,28.0
2010,RN,Northern Raven,1222.0
2010,RO,Rook,51597.0
2010,RP,Common Ringed Plover,261.0
2010,RT,Common Redstart,797.0
2010,RW,Common Reed Warbler,981.0
2010,RY,Ruddy Duck,7.0
2010,RZ,Ring Ouzel,130.0
2010,S.,Eurasian Skylark,23736.0
2010,SA,European Shag,83.0
2010,SC,European Stonechat,365.0
2010,SD,Stock Dove,4137.0
2010,SF,Spotted Flycatcher,278.0
2010,SG,Common Starling,44393.0
2010,SH,Eurasian Sparrowhawk,478.0
2010,SI,Common Swift,9577.0
2010,SK,Eurasian Siskin,1726.0
2010,SL,Barn Swallow,26298.0
2010,SM,Sand Martin,2129.0
2010,SN,Common Snipe,803.0
2010,SS,Sanderling,151.0
2010,ST,Song Thrush,12792.0
2010,SU,Common Shelduck,1530.0
2010,SW,Sedge Warbler,1636.0
2010,T.,Eurasian Teal,233.0
2010,TC,Eurasian Treecreeper,799.0
2010,TD,European Turtle Dove,162.0
2010,TE,Sandwich Tern,78.0
2010,TO,Tawny Owl,120.0
2010,TP,Tree Pipit,530.0
2010,TS,Eurasian Tree Sparrow,1501.0
2010,TT,Ruddy Turnstone,45.0
2010,TU,Tufted Duck,1983.0
2010,UD,Ruddy Shelduck,1.0
2010,W.,Northern Wheatear,2087.0
2010,WA,Water Rail,8.0
2010,WC,Whinchat,241.0
2010,WG,Greater White-fronted Goose,23.0
2010,WH,Common Whitethroat,9213.0
2010,WK,Eurasian Woodcock,16.0
2010,WL,Woodlark,40.0
2010,WO,Wood Warbler,84.0
2010,WP,Common Wood Pigeon,133626.0
2010,WR,Eurasian Wren,38953.0
2010,WT,Willow Tit,90.0
2010,WW,Willow Warbler,13213.0
2010,Y.,Yellowhammer,9011.0
2010,YW,Western Yellow Wagtail,435.0
2010,ZF,Domestic Mallard,321.0
2010,ZL,Domestic Greylag Goose,68.0
2011,AC,Parasitic Jaeger,1.0
2011,AE,Arctic Tern,187.0
2011,AS,Black Swan,8.0
2011,B.,Common Blackbird,59179.0
2011,BA,Bar-tailed Godwit,7.0
2011,BC,Eurasian Blackcap,14736.0
2011,BF,Eurasian Bullfinch,2067.0
2011,BG,Brant Goose,53.0
2011,BH,Black-headed Gull,10392.0
2011,BT,Eurasian Blue Tit,40756.0
2011,BY,Barnacle Goose,5.0
2011,BZ,Common Buzzard,3365.0
2011,C.,Carrion Crow,47654.0
2011,CA,Great Cormorant,900.0
2011,CB,Corn Bunting,748.0
2011,CC,Common Chiffchaff,14116.0
2011,CD,Eurasian Collared Dove,11716.0
2011,CG,Canada Goose,6162.0
2011,CH,Eurasian Chaffinch,52438.0
2011,CI,Crested Tit,20.0
2011,CK,Common Cuckoo,1066.0
2011,CM,Common Gull,2716.0
2011,CN,Common Tern,345.0
2011,CO,Eurasian Coot,2491.0
2011,CR,Red Crossbill,671.0
2011,CS,Common Sandpiper,187.0
2011,CT,Coal Tit,4852.0
2011,CU,Eurasian Curlew,3458.0
2011,CY,Scottish Crossbill,26.0
2011,D.,Dunnock,14412.0
2011,DC,Wood Duck,3.0
2011,DI,White-throated Dipper,98.0
2011,DR,Spotted Redshank,2.0
2011,DV,Rock Dove,190.0
2011,DW,Dartford Warbler,24.0
2011,EG,Egyptian Goose,229.0
2011,ET,Little Egret,192.0
2011,F.,Northern Fulmar,296.0
2011,FP,Feral Pigeon,16211.0
2011,FW,Helmeted Guineafowl,87.0
2011,G.,European Green Woodpecker,2201.0
2011,GA,Gadwall,258.0
2011,GB,Great Black-backed Gull,492.0
2011,GC,Goldcrest,3186.0
2011,GD,Common Merganser,139.0
2011,GG,Great Crested Grebe,376.0
2011,GH,Common Grasshopper Warbler,324.0
2011,GJ,Greylag Goose,3307.0
2011,GL,Grey Wagtail,266.0
2011,GO,European Goldfinch,19035.0
2011,GP,European Golden Plover,1766.0
2011,GR,European Greenfinch,12717.0
2011,GS,Great Spotted Woodpecker,4088.0
2011,GT,Great Tit,23486.0
2011,GV,Grey Plover,9.0
2011,GW,Garden Warbler,1124.0
2011,GX,Northern Gannet,1479.0
2011,H.,Grey Heron,1422.0
2011,HB,Carrion x Hooded Crow,1.0
2011,HC,Hooded Crow,924.0
2011,HG,European Herring Gull,15155.0
2011,HM,Western House Martin,8318.0
2011,HS,House Sparrow,46357.0
2011,J.,Eurasian Jay,2105.0
2011,JD,Western Jackdaw,48449.0
2011,JZ,Red-tailed Hawk,2.0
2011,K.,Common Kestrel,991.0
2011,KF,Common Kingfisher,60.0
2011,KI,Black-legged Kittiwake,35.0
2011,KN,Red Knot,16.0
2011,L.,Northern Lapwing,5679.0
2011,LB,Lesser Black-backed Gull,9752.0
2011,LG,Little Grebe,167.0
2011,LI,Common Linnet,10398.0
2011,LO,Little Owl,83.0
2011,LR,Lesser Redpoll,904.0
2011,LS,Lesser Spotted Woodpecker,26.0
2011,LT,Long-tailed Tit,4754.0
2011,LW,Lesser Whitethroat,708.0
2011,M.,Mistle Thrush,2719.0
2011,MA,Mallard,13877.0
2011,MG,Eurasian Magpie,17097.0
2011,MH,Common Moorhen,1892.0
2011,MN,Mandarin Duck,120.0
2011,MP,Meadow Pipit,15127.0
2011,MS,Mute Swan,3011.0
2011,MT,Marsh Tit,320.0
2011,MX,Manx Shearwater,1.0
2011,MY,Muscovy Duck,2.0
2011,N.,Common Nightingale,84.0
2011,ND,Common Loon,58.0
2011,NH,Eurasian Nuthatch,2188.0
2011,NX,Great Skua,49.0
2011,OC,Eurasian Oystercatcher,2706.0
2011,P.,Grey Partridge,565.0
2011,PF,European Pied Flycatcher,72.0
2011,PG,Pink-footed Goose,1097.0
2011,PH,Common Pheasant,16248.0
2011,PM,Rock Ptarmigan,1.0
2011,PW,White Wagtail,3063.0
2011,PX,Indian Peafowl,145.0
2011,R.,European Robin,27514.0
2011,RA,Razorbill,38.0
2011,RB,Common Reed Bunting,2022.0
2011,RC,European Rock Pipit,44.0
2011,RG,Willow Ptarmigan,1397.0
2011,RI,Rose-ringed Parakeet,1317.0
2011,RK,Common Redshank,357.0
2011,RL,Red-legged Partridge,2878.0
2011,RM,Red-breasted Merganser,40.0
2011,RN,Northern Raven,1045.0
2011,RO,Rook,48164.0
2011,RP,Common Ringed Plover,416.0
2011,RQ,Red-crested Pochard,2.0
2011,RT,Common Redstart,768.0
2011,RW,Common Reed Warbler,1118.0
2011,RZ,Ring Ouzel,83.0
2011,S.,Eurasian Skylark,19627.0
2011,SA,European Shag,95.0
2011,SC,European Stonechat,311.0
2011,SD,Stock Dove,4128.0
2011,SF,Spotted Flycatcher,234.0
2011,SG,Common Starling,40586.0
2011,SH,Eurasian Sparrowhawk,448.0
2011,SI,Common Swift,7694.0
2011,SK,Eurasian Siskin,1409.0
2011,SL,Barn Swallow,26313.0
2011,SM,Sand Martin,3164.0
2011,SN,Common Snipe,318.0
2011,SS,Sanderling,261.0
2011,ST,Song Thrush,10438.0
2011,SU,Common Shelduck,1616.0
2011,SW,Sedge Warbler,1937.0
2011,T.,Eurasian Teal,105.0
2011,TC,Eurasian Treecreeper,889.0
2011,TD,European Turtle Dove,114.0
2011,TE,Sandwich Tern,85.0
2011,TH,Short-toed Treecreeper,2.0
2011,TO,Tawny Owl,128.0
2011,TP,Tree Pipit,529.0
2011,TS,Eurasian Tree Sparrow,1732.0
2011,TT,Ruddy Turnstone,46.0
2011,TU,Tufted Duck,1707.0
2011,W.,Northern Wheatear,1660.0
2011,WA,Water Rail,9.0
2011,WC,Whinchat,171.0
2011,WG,Greater White-fronted Goose,1.0
2011,WH,Common Whitethroat,12930.0
2011,WK,Eurasian Woodcock,15.0
2011,WL,Woodlark,40.0
2011,WO,Wood Warbler,89.0
2011,WP,Common Wood Pigeon,126194.0
2011,WR,Eurasian Wren,32680.0
2011,WT,Willow Tit,74.0
2011,WW,Willow Warbler,13223.0
2011,WX,Bohemian Waxwing,52.0
2011,XB,Unidentified crossbill,25.0
2011,Y.,Yellowhammer,8677.0
2011,YW,Western Yellow Wagtail,537.0
2011,ZF,Domestic Mallard,225.0
2011,ZL,Domestic Greylag Goose,88.0
2012,AC,Parasitic Jaeger,20.0
2012,AE,Arctic Tern,454.0
2012,AS,Black Swan,10.0
2012,B.,Common Blackbird,64994.0
2012,BA,Bar-tailed Godwit,29.0
2012,BC,Eurasian Blackcap,15409.0
2012,BF,Eurasian Bullfinch,2100.0
2012,BG,Brant Goose,223.0
2012,BH,Black-headed Gull,10812.0
2012,BS,Tundra Swan,2.0
2012,BT,Eurasian Blue Tit,39009.0
2012,BY,Barnacle Goose,154.0
2012,BZ,Common Buzzard,4143.0
2012,C.,Carrion Crow,53326.0
2012,CA,Great Cormorant,969.0
2012,CB,Corn Bunting,900.0
2012,CC,Common Chiffchaff,16376.0
2012,CD,Eurasian Collared Dove,11648.0
2012,CG,Canada Goose,6193.0
2012,CH,Eurasian Chaffinch,58689.0
2012,CI,Crested Tit,18.0
2012,CK,Common Cuckoo,1038.0
2012,CM,Common Gull,3057.0
2012,CN,Common Tern,290.0
